ResponseId,Q179,Q4_4,Q80_1,Q256,Q190,Q191,Q120,Q4_2,Q4_3,Q4_5,Q82_1,Q83_1,Q84,Q219_3,Q219_4,Q243_1,Q243_2,Q243_3,Q243_9,Q211,Q86,Q87
R_9sEE1telgAnEgRH,31-40 Stunden,,41,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,68519,,,,172,50,3,,,,,,,Weniger gut,,1001-1500€
R_21aBtqUO7jetoli,31-40 Stunden,0,31,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,39112,1,0,0,178,65,6,sich nicht verändert,sich nicht verändert,100,0,,0,Gut,3501-4000€,
R_1i9TUAAvZEiOLoK,21-30 Stunden,,59,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,69488,,,,185,103,3,,,,,,,Weniger gut,,501-1000€
R_PXyk69JMHqoqlot,41-50 Stunden,,44,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,96365,,,,183,76,1,,,,,,,Zufriedenstellend,,1501-2000€
R_1Nw6qw0cMX82BFc,21-30 Stunden,,59,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Bachelor,42859,,,,174,63,8,,,,,,,Gut,,5501-6000€
R_3MsXQH6dGqVdkVc,Nicht erwerbstätig,0,22,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,72108,0,0,0,154,42,5,,,,,,,Sehr gut,,0-500€
R_2zdzHhAP4q6BJdi,31-40 Stunden,0,52,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,76829,1,0,0,174,79,5,leicht abgenommen,stark abgenommen,50,50,50,23,Gut,2501-3000€,
R_1KkZiYdw7P8VEOJ,41-50 Stunden,1,63,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,04177,1,0,0,182,83,4,sich nicht verändert,sich nicht verändert,72,,,27,Gut,4501-5000€,
R_A1cAxKrciBJXIJ3,1-10 Stunden,1,60,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,99634,1,0,0,173,80,4,stark abgenommen,sich nicht verändert,,,,100,Zufriedenstellend,3501-4000€,
R_241wrD5yZbWbfZ1,Nicht erwerbstätig,,55,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,23689,,,,172,82,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Zufriedenstellend,,501-1000€
R_3hF5AxF2ARuJtDP,41-50 Stunden,1,46,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,47877,1,0,0,175,77,"0=überhaupt nicht bereit, Risiken einzugehen",sich nicht verändert,leicht abgenommen,90,20,30,70,Gut,4001-4500€,
R_AaGFZRw3delSizf,21-30 Stunden,0,52,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,25421,1,0,0,161,114,3,sich nicht verändert,sich nicht verändert,50,,,50,Zufriedenstellend,4501-5000€,
R_1IodnXSec1ofuZt,31-40 Stunden,,55,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,91632,,,,196,90,1,,,,,,,Zufriedenstellend,,1501-2000€
R_2QYRT0mz5b8R33J,Nicht erwerbstätig,0,20,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,30519,0,1,0,180,79,6,,,,,,,Zufriedenstellend,2501-3000€,
R_28SVHZYW19e05QA,31-40 Stunden,,54,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,01844,,,,184,70,9,,,,,,,Gut,,3501-4000€
R_1NE0JGxI0T3uIih,11-20 Stunden,0,36,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,58452,1,0,0,168,57,1,sich nicht verändert,sich nicht verändert,50,,,40,Sehr gut,4501-5000€,
R_1gvYL7Yz8sJbeLp,Mehr als 50 Stunden,,42,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,80805,,,,180,70,7,,,,,,,Sehr gut,,4001-4500€
R_1poL4dy0sVC6Cud,21-30 Stunden,2,30,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,56472,1,0,0,169,80,4,sich nicht verändert,sich nicht verändert,72,50,,100,Gut,2501-3000€,
R_1jZgrKYJmBkPB6r,31-40 Stunden,2,34,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,65929,1,0,0,173,90,5,sich nicht verändert,sich nicht verändert,,,,,Zufriedenstellend,3501-4000€,
R_1ImcLLsTuNDdrlY,Nicht erwerbstätig,0,47,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,65606,1,0,0,172,113,5,sich nicht verändert,sich nicht verändert,30,,,70,Weniger gut,3501-4000€,
R_12MuQIW6Vey5GmX,21-30 Stunden,,58,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,52076,,,,163,59,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Weniger gut,,501-1000€
R_2bVnNlv4PYO93vW,Nicht erwerbstätig,0,19,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,74080,0,2,2,186,92,7,,,,,,,Zufriedenstellend,5501-6000€,
R_1mwTpXLeGTP5zJh,21-30 Stunden,,34,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,60488,,,,182,113,8,,,,,,,Zufriedenstellend,,2501-3000€
R_2U3GNY66aXOhNe0,Nicht erwerbstätig,,22,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,66111,,,,171,60,4,,,,,,,Gut,,0-500€
R_3kMvwWam9sUCcP4,Nicht erwerbstätig,0,59,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,53639,1,0,0,176,84,7,sich nicht verändert,leicht zugenommen,30,,,60,Zufriedenstellend,5001-5500€,
R_30oCVfC3xTBwyS4,31-40 Stunden,1,43,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,24143,1,0,0,168,121,8,,,,,,,Gut,,1001-1500€
R_3sjogQh8YInbKA2,31-40 Stunden,0,66,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Diplom,18106,1,0,0,178,98,7,sich nicht verändert,sich nicht verändert,30,,,50,Sehr gut,2001-2500€,
R_VOygC9dEBkAuetz,31-40 Stunden,4,46,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,63165,1,0,0,178,84,4,sich nicht verändert,leicht zugenommen,90,62,75,65,Gut,3501-4000€,
R_2E5bjhGv0tnGJZs,41-50 Stunden,0,46,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,17509,0,1,0,166,70,5,,,,,,,Zufriedenstellend,1501-2000€,
R_3nIOpdzkVRLAAR2,21-30 Stunden,,54,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,67657,,,,163,66,5,,,,,,,Zufriedenstellend,,1001-1500€
R_DpnXDDSEalakCwV,Nicht erwerbstätig,3,40,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,74076,0,0,0,164,66,7,,,,,,,Gut,2501-3000€,
R_2ScNtj7NUsPEnXp,11-20 Stunden,2,42,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,23909,1,0,0,170,76,2,sich nicht verändert,sich nicht verändert,92,100,100,96,Zufriedenstellend,3501-4000€,
R_3sn9sBdCBHHfgpM,31-40 Stunden,,63,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,70771,,,,173,79,5,,,,,,,Gut,,2001-2500€
R_27O59jrHeCSlHVQ,Nicht erwerbstätig,0,55,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,71292,1,0,0,172,77,2,sich nicht verändert,sich nicht verändert,29,,,86,Zufriedenstellend,2001-2500€,
R_6mszJuA04f2AYKZ,Nicht erwerbstätig,,48,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",91052,,,,196,103,3,,,,,,,Gut,,501-1000€
R_se7QHb5ZkaquyB3,21-30 Stunden,0,60,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Ohne beruflichen Bildungsabschluss,71384,1,0,0,168,86,4,sich nicht verändert,sich nicht verändert,72,,,72,Gut,2501-3000€,
R_RmMDYnZLsEBSCfn,31-40 Stunden,,63,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,38272,,,,162,61,1,,,,,,,Sehr gut,,2001-2500€
R_3QYIO1BsGmIdAWZ,31-40 Stunden,0,60,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,23970,1,0,0,167,83,2,sich nicht verändert,sich nicht verändert,20,,,50,Zufriedenstellend,3001-3500€,
R_3s4InUS4jq4wGeR,11-20 Stunden,0,25,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,39104,0,0,0,189,90,7,,,,,,,Zufriedenstellend,,501-1000€
R_3oUbRJdsWyPSalZ,31-40 Stunden,,55,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,72116,,,,174,56,6,,,,,,,Zufriedenstellend,,4501-5000€
R_3hF5rd4VLd5e1T2,Nicht erwerbstätig,,47,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,07747,,,,181,96,2,,,,,,,Gut,,1501-2000€
R_1FQkXCKBDrJnebv,Nicht erwerbstätig,,21,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,69120,,,,169,50,6,,,,,,,Zufriedenstellend,,0-500€
R_3lWhUsgfu8swoAp,11-20 Stunden,0,42,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,82131,1,0,0,166,53,5,leicht abgenommen,sich nicht verändert,80,,,50,Gut,0-500€,
R_32K1V1eTq9YAGCO,1-10 Stunden,2,40,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,97724,1,0,0,176,74,1,sich nicht verändert,sich nicht verändert,98,99,97,98,Weniger gut,5501-6000€,
R_r7KyK9wldE2nl3X,31-40 Stunden,,41,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Diplom,Promotion",09120,,,,176,80,7,,,,,,,Gut,,2501-3000€
R_d7stCG3n9L393Yl,41-50 Stunden,,24,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,42855,,,,165,86,2,,,,,,,Weniger gut,,2001-2500€
R_2zuaL1S1TIrgz81,1-10 Stunden,,26,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,78467,,,,183,64,3,,,,,,,Sehr gut,,1001-1500€
R_29nwAPfWpU6Fj3D,41-50 Stunden,1,51,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,99610,0,0,0,168,64,2,,,,,,,Zufriedenstellend,2001-2500€,
R_26hfmr4Y4nfrcz7,Nicht erwerbstätig,,70,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,12629,,,,171,80,1,,,,,,,Weniger gut,,501-1000€
R_cFQ8WX8Ch1lZR4t,31-40 Stunden,1,54,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Fachschulabschluss,Diplom",53879,0,0,0,165,63,8,,,,,,,Weniger gut,0-500€,
R_1JFpRd3KCRQ4wL7,1-10 Stunden,,51,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,50739,,,,174,73,6,,,,,,,Gut,,0-500€
R_3g2dcBNDxNlZRvD,31-40 Stunden,,24,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,01237,,,,156,53,7,,,,,,,Gut,,1001-1500€
R_W8Ui6ZAxdi6TIvn,21-30 Stunden,1,22,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),"Ohne beruflichen Bildungsabschluss,Fachschulabschluss",41236,0,2,0,175,123,7,,,,,,,Zufriedenstellend,,1001-1500€
R_2y1Jq8uK2ES75UV,Mehr als 50 Stunden,2,45,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,45891,1,0,0,197,95,6,sich nicht verändert,sich nicht verändert,,,,,Gut,Mehr als 10.000€,
R_1dLJuuLBYWSV9aS,11-20 Stunden,0,58,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,41334,1,0,0,203,117,3,leicht abgenommen,leicht zugenommen,50,,,65,Zufriedenstellend,2501-3000€,
R_10DbW0TfFtIRzG9,41-50 Stunden,,34,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,49088,,,,178,78,3,,,,,,,Zufriedenstellend,,3001-3500€
R_3CJijF5GrLenAs4,21-30 Stunden,,21,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,21220,,,,183,69,7,,,,,,,Gut,,Mehr als 6000€
R_swltgiZNM1Osna9,Nicht erwerbstätig,,67,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Diplom",33332,,,,173,77,5,,,,,,,Gut,,3001-3500€
R_UPImfXbkHcjz4RP,11-20 Stunden,1,33,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,96472,1,0,0,174,85,8,leicht abgenommen,sich nicht verändert,100,100,,100,Gut,3001-3500€,
R_1F3VfTAbUYvSj41,21-30 Stunden,0,23,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,01945,1,0,0,176,58,5,sich nicht verändert,sich nicht verändert,73,,,50,Zufriedenstellend,1001-1500€,
R_322Epz3DZAUvdFE,31-40 Stunden,,59,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",66130,,,,174,76,6,,,,,,,Zufriedenstellend,,1501-2000€
R_1GI8IIXt1mCfGI3,Nicht erwerbstätig,1,29,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,70736,1,0,0,165,92,4,stark abgenommen,leicht zugenommen,50,50,50,50,Zufriedenstellend,1501-2000€,
R_3CVqJPyVN05NvqB,31-40 Stunden,,55,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,25497,,,,177,98,7,,,,,,,Zufriedenstellend,,2001-2500€
R_3iUuJqcMKrgTjCp,Nicht erwerbstätig,,66,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,69126,,,,166,73,4,,,,,,,Zufriedenstellend,,1001-1500€
R_2wKMm5rpC2BWCIT,31-40 Stunden,,57,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,12524,,,,176,97,6,,,,,,,Gut,,3001-3500€
R_1goTTyD3FstcC7w,31-40 Stunden,0,56,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,89522,1,0,0,184,84,8,sich nicht verändert,sich nicht verändert,,,,42,Gut,4001-4500€,
R_3Egu8Gdz3WgFDXG,31-40 Stunden,0,58,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,35440,1,0,0,182,74,5,sich nicht verändert,sich nicht verändert,80,,,50,Gut,3501-4000€,
R_2cCnXMcTsOJBfVw,41-50 Stunden,0,55,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,04349,1,0,0,167,106,5,sich nicht verändert,sich nicht verändert,50,,,50,Gut,1501-2000€,
R_yyC0ZJg1Jtmm3n3,41-50 Stunden,,50,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,31555,,,,184,88,8,,,,,,,Sehr gut,,3501-4000€
R_qQGIjNHkpzlFz45,1-10 Stunden,,60,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,45894,,,,170,111,9,,,,,,,Schlecht,,501-1000€
R_28A39VW54MxqKAQ,Nicht erwerbstätig,,31,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,44894,,,,173,58,2,,,,,,,Weniger gut,,1001-1500€
R_um5BmBfXZT9vHhL,1-10 Stunden,0,69,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,26871,1,0,0,183,91,7,leicht zugenommen,leicht zugenommen,86,,,,Gut,3001-3500€,
R_2w6q138Wbp1Huva,31-40 Stunden,,31,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,78244,,,,183,80,5,,,,,,,Gut,,1001-1500€
R_2f9GKtgNYdtyu0j,41-50 Stunden,2,50,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,75015,0,0,0,169,67,4,,,,,,,Weniger gut,1501-2000€,
R_baxcl3dmLyfbqJb,41-50 Stunden,1,53,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,82538,1,0,0,156,51,3,sich nicht verändert,sich nicht verändert,71,,,50,Sehr gut,0-500€,
R_eDonI0oJc3kDngd,21-30 Stunden,,50,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,66740,,,,170,64,5,,,,,,,Zufriedenstellend,,5001-5500€
R_2bORalozjlSa2z9,31-40 Stunden,,38,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Fachschulabschluss,Diplom",04103,,,,195,116,5,,,,,,,Gut,,2001-2500€
R_1KuVyHRMDRSvWRL,31-40 Stunden,0,51,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,39122,1,0,0,177,85,3,sich nicht verändert,sich nicht verändert,58,,,50,Gut,2501-3000€,
R_22FgesRktVp0R4q,Nicht erwerbstätig,0,20,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,81737,0,2,0,162,51,4,,,,,,,Sehr gut,3001-3500€,
R_2YlwUnrsJmFY3gU,11-20 Stunden,,25,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,99510,,,,169,64,6,,,,,,,Zufriedenstellend,,501-1000€
R_DNKLI4KzKOB8ptT,31-40 Stunden,0,61,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,22885,1,0,0,190,97,5,sich nicht verändert,sich nicht verändert,50,,,43,Zufriedenstellend,4001-4500€,
R_1dboMCdLx5Y8eU5,1-10 Stunden,0,20,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Ohne beruflichen Bildungsabschluss,73660,1,0,0,163,50,5,sich nicht verändert,sich nicht verändert,10,,,81,Zufriedenstellend,501-1000€,
R_tEcPn7fnoadYSXv,1-10 Stunden,0,24,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,39104,1,0,0,163,50,2,leicht zugenommen,leicht zugenommen,47,,,58,Zufriedenstellend,2501-3000€,
R_24M0X8bZBn0iEWC,21-30 Stunden,,54,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,12679,,,,169,106,4,,,,,,,Weniger gut,,1001-1500€
R_2uJMzUbxoVMiTwp,Nicht erwerbstätig,0,25,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,20249,1,0,0,168,61,8,sich nicht verändert,sich nicht verändert,90,,,85,Sehr gut,2001-2500€,
R_1KvEJn7FfRB67Ai,41-50 Stunden,,54,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Fachschulabschluss,58097,,,,185,87,8,,,,,,,Zufriedenstellend,,1501-2000€
R_31BiRM6kQm3qLr3,Nicht erwerbstätig,,61,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,26605,,,,178,85,5,,,,,,,Zufriedenstellend,,2501-3000€
R_5aJ5ITdPb64aLdv,31-40 Stunden,0,28,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,04316,1,0,0,186,100,7,sich nicht verändert,leicht zugenommen,91,,,69,Gut,3501-4000€,
R_3fpyyA2mvQCehfc,21-30 Stunden,0,22,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,95032,0,1,0,169,55,2,,,,,,,Zufriedenstellend,2501-3000€,
R_PBYjKtAX5OsJL7H,Nicht erwerbstätig,,65,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,77830,,,,172,124,2,,,,,,,Schlecht,,1501-2000€
R_25BC0AZxKGZMm7p,31-40 Stunden,,47,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,82110,,,,180,93,7,,,,,,,Gut,,1501-2000€
R_2xFNpMlGHuoZKz6,Nicht erwerbstätig,0,50,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Master,Diplom",48329,1,0,0,159,61,6,sich nicht verändert,sich nicht verändert,30,,,50,Gut,Mehr als 10.000€,
R_pSNsikdxtL092wh,31-40 Stunden,,42,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",37154,,,,170,82,5,,,,,,,Zufriedenstellend,,2501-3000€
R_2AXbOXPoVa3BUPP,1-10 Stunden,,21,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,24106,,,,171,71,6,,,,,,,Sehr gut,,501-1000€
R_31cRG2B6Z5I5Qa1,Nicht erwerbstätig,,56,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,26721,,,,163,80,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Weniger gut,,501-1000€
R_BLDhXEWBsMNZLNL,11-20 Stunden,0,54,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,97725,0,0,0,160,79,2,leicht abgenommen,sich nicht verändert,100,0,10,100,Zufriedenstellend,2501-3000€,
R_2OHLnS4PbQ0bUiI,31-40 Stunden,,58,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,67065,,,,155,96,3,,,,,,,Zufriedenstellend,,4001-4500€
R_z6XOcV14yfO5yGB,Nicht erwerbstätig,0,24,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,71120,0,0,0,169,62,6,,,,,,,Zufriedenstellend,,0-500€
R_1fkgQNTa5k4dSMY,21-30 Stunden,0,63,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,01774,1,0,0,173,96,7,sich nicht verändert,sich nicht verändert,65,,,50,Gut,501-1000€,
R_2D03SBSnTXuj2wh,31-40 Stunden,0,50,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,45279,1,0,0,175,91,5,leicht abgenommen,sich nicht verändert,93,100,,50,Zufriedenstellend,1501-2000€,
R_2rUgC9zEKx9wC45,31-40 Stunden,0,28,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,91052,0,1,1,168,67,6,,,,,,,Zufriedenstellend,3501-4000€,
R_TiVGYBIRE8wITLj,21-30 Stunden,0,61,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Master,67063,1,0,0,184,96,3,leicht zugenommen,sich nicht verändert,71,0,0,65,Zufriedenstellend,7501-8000€,
R_3PQTzjOnNVWtBEQ,1-10 Stunden,0,68,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Fachschulabschluss,Diplom",18258,1,0,0,172,68,"0=überhaupt nicht bereit, Risiken einzugehen",sich nicht verändert,sich nicht verändert,50,,,30,Gut,3001-3500€,
R_3p9yJ5IyIPWjy7n,31-40 Stunden,,46,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,58119,,,,174,64,6,,,,,,,Gut,,1001-1500€
R_RmnIdo0UzNyWCc1,Nicht erwerbstätig,3,39,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,74360,1,0,0,165,95,6,sich nicht verändert,sich nicht verändert,100,86,,90,Gut,5001-5500€,
R_2sSkOkTBNkz7FwQ,Nicht erwerbstätig,,68,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,46119,,,,159,65,3,,,,,,,Weniger gut,,501-1000€
R_3PouGkyI7mS26NT,11-20 Stunden,1,46,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Fachschulabschluss (DDR),Master",63322,4,4,1,199,116,7,leicht zugenommen,leicht zugenommen,87,47,76,67,Zufriedenstellend,2001-2500€,
R_2anqRsI9FSmQv0g,31-40 Stunden,1,40,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,04509,1,0,0,160,53,5,sich nicht verändert,sich nicht verändert,70,,50,50,Zufriedenstellend,4501-5000€,
R_3dM5vV6C9nXAiBK,41-50 Stunden,,41,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,76477,,,,191,110,6,,,,,,,Zufriedenstellend,,Mehr als 6000€
R_1myASdOMu7UFgPs,Nicht erwerbstätig,,49,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,23552,,,,158,50,3,,,,,,,Gut,,Mehr als 6000€
